,BU,Machine_Type,Serial_number,Unused_machines_J1,Unused_machines_UNP,Unused_machines_PL,OEE,OEE-J1,OEE-J1-H1-G+G6,Availability,Performance,Planned_Downtime%,Unplanned_Downtime%,Performance_losses,Batch_size,Setuptime/min,Waitingtime/min,Quantity/h,Quantity,Avg_length/mm,ShiftTime/h,Netto_StandardTime/h,Downtime/h,Dw_J1,Planned_Downtime/h,Unplanned_Downtime/h,Urgent_Orders(A16)%,Disciplinary_responsible_vs_Shifthours,Not_disciplinary_responsible_vs_Shifthours,No_Orders,Scrap/m,Scrap%,Avg_No_Machines,Somme de Dw_B,shift,Day,Month,Year,Date
12786,BU 2,Machine 2,1047583,0.0,0.14,0.16,44.4,44.4,49.13,60.76,73.08,25.32,13.92,16.36,929,5.43,0.0,1509,12073,2100.74,8.0,3.55,3.14,0.0,2.03,1.11,0.0,6.16,7.76,13,53.755,0.19,11.0,,2,11,3,2018,2018-03-11
12787,BU 2,Machine 2,2938745,0.0,0.17,0.05,46.32,46.32,50.44,50.95,90.92,31.99,17.06,4.63,648,6.33,1.11,1295,10362,2077.67,8.0,3.71,3.92,0.0,2.56,1.36,0.0,11.02,6.03,16,1.635,0.01,11.0,,2,11,3,2018,2018-03-11
12788,BU 2,Machine 2,8362719,0.0,0.31,0.13,31.17,31.17,32.36,44.13,70.63,25.05,30.83,12.96,833,7.0,2.07,1146,9167,1524.11,8.0,2.49,4.47,0.0,2.0,2.47,9.09,12.76,18.07,11,100.485,0.73,11.0,,2,11,3,2018,2018-03-11
12789,BU 2,Machine 2,5849321,0.0,0.39,0.21,17.53,17.53,19.15,38.71,45.3,22.4,38.89,21.18,382,6.42,1.72,477,3817,2974.16,8.0,1.4,4.9,0.0,1.79,3.11,10.0,8.73,30.16,10,5.28,0.03,11.0,,2,11,3,2018,2018-03-11
12790,BU 2,Machine 2,2948567,0.0,0.16,0.12,40.0,40.0,41.83,52.4,76.33,31.49,16.1,12.41,763,6.53,1.96,1240,9917,2394.74,8.0,3.2,3.81,0.0,2.52,1.29,7.69,8.28,7.83,13,45.35,0.13,11.0,,2,11,3,2018,2018-03-11
12791,BU 2,Machine 2,3928471,0.0,0.19,0.1,39.75,39.75,40.16,49.62,80.1,31.22,19.16,9.87,786,7.77,0.56,1376,11008,1295.51,8.0,3.18,4.03,0.0,2.5,1.53,0.0,5.48,13.68,14,11.11,0.07,11.0,,2,11,3,2018,2018-03-11
12792,BU 2,Machine 2,1749536,0.0,0.17,0.15,38.22,38.22,40.89,53.29,71.73,30.15,16.56,15.07,879,6.46,0.84,1428,11425,1533.65,8.0,3.06,3.74,0.0,2.41,1.32,0.0,5.76,10.8,13,139.425,0.33,11.0,,2,11,3,2018,2018-03-11
12793,BU 2,Machine 2,3826197,0.0,0.28,0.11,27.76,27.76,29.28,39.02,71.13,33.25,27.73,11.26,622,10.39,3.51,932,7459,1921.30,8.0,2.22,4.88,0.0,2.66,2.22,8.33,10.35,17.38,12,60.235,0.56,11.0,,2,11,3,2018,2018-03-11
12794,BU 2,Machine 8,847261539,0.0,0.15,0.19,29.91,29.91,33.89,48.48,61.69,36.82,14.7,18.58,520,8.24,2.36,779,6234,1604.54,8.0,2.39,4.12,0.0,2.95,1.18,0.0,8.07,6.63,12,0.0,0.00,1.0,,2,11,3,2018,2018-03-11
12795,BU 3,Machine 6,4027589,0.0,0.3,0.08,47.9,47.9,48.62,55.77,85.9,14.66,29.58,7.86,1691,11.01,8.76,1268,10144,544.96,8.0,3.83,3.54,0.0,1.17,2.37,0.0,8.18,21.4,6,3.755,0.07,1.0,,2,11,3,2018,2018-03-11
12796,BU 3,Machine 1,8471629,0.02,0.3,0.25,35.52,36.14,37.86,60.66,58.55,9.16,30.19,25.14,1598,4.14,0.0,1199,9589,335.84,8.0,2.84,3.15,0.14,0.73,2.41,16.67,2.65,27.53,6,29.53,0.71,1.0,,2,11,3,2018,2018-03-11
12797,BU 3,Machine 5,2938745,0.0,0.4,0.09,43.69,43.83,44.18,53.16,82.19,7.33,39.51,9.47,1011,3.2,0.0,885,7076,615.00,8.0,3.5,3.75,0.03,0.59,3.16,0.0,2.71,36.8,7,6.765,0.16,3.0,,2,11,3,2018,2018-03-11
12798,BU 3,Machine 5,8374621,0.0,0.17,0.15,47.4,47.42,51.67,62.77,75.51,20.49,16.74,15.37,1376,7.24,0.0,1204,9630,1062.75,8.0,3.79,2.98,0.0,1.64,1.34,0.0,2.38,14.36,7,49.595,0.44,3.0,,2,11,3,2018,2018-03-11
12799,BU 1,Machine 1,8492371,0.0,0.44,0.18,15.73,15.73,16.85,33.34,47.17,22.92,43.74,17.62,265,8.2,6.53,398,3180,743.05,8.0,1.26,5.33,0.0,1.83,3.5,0.0,5.71,38.03,12,0.0,0.00,4.0,,3,11,3,2018,2018-03-11
12800,BU 1,Machine 1,5816492,0.0,0.25,0.17,33.86,33.86,34.04,51.23,66.09,24.16,24.61,17.37,214,2.5,2.1,964,7714,1151.25,8.0,2.71,3.9,0.0,1.93,1.97,2.78,1.44,23.16,36,26.21,0.18,4.0,,3,11,3,2018,2018-03-11
12801,BU 1,Machine 1,0923745,0.0,0.25,0.19,38.12,38.12,38.13,56.83,67.07,18.38,24.79,18.71,214,1.87,2.11,965,7720,1094.33,8.0,3.05,3.45,0.0,1.47,1.98,0.0,6.69,18.1,36,0.0,0.00,4.0,,3,11,3,2018,2018-03-11
12802,BU 1,Machine 1,7618349,0.0,0.38,0.08,23.59,23.59,23.59,31.22,75.54,30.67,38.11,7.64,184,3.21,3.93,552,4417,1226.20,8.0,1.89,5.5,0.0,2.45,3.05,4.17,4.61,33.5,24,0.0,0.00,4.0,,3,11,3,2018,2018-03-11
12803,BU 1,Machine 2,2359173,0.0,0.34,0.14,36.04,36.04,36.08,50.37,71.54,15.65,33.99,14.33,291,1.22,2.89,1020,8159,891.28,8.0,2.88,3.97,0.0,1.25,2.72,0.0,5.71,28.27,28,10.891,0.17,1.0,,3,11,3,2018,2018-03-11
12804,BU 2,Machine 1,1903845,0.0,0.27,0.16,17.23,17.23,19.24,33.17,51.95,40.05,26.78,15.94,340,10.82,1.39,553,4421,2342.48,8.0,1.38,5.35,0.0,3.2,2.14,7.69,0.81,25.98,13,0.0,0.00,5.0,,3,11,3,2018,2018-03-11
12805,BU 2,Machine 1,8392745,0.0,0.37,0.13,7.65,7.65,7.96,20.62,37.1,42.62,36.76,12.97,227,25.21,1.46,227,1819,1503.52,8.0,0.61,6.35,0.0,3.41,2.94,12.5,1.86,34.9,8,0.0,0.00,5.0,,3,11,3,2018,2018-03-11
12806,BU 2,Machine 1,9473852,0.0,0.38,0.19,12.14,12.14,13.48,30.72,39.53,31.07,38.22,18.58,238,8.75,0.98,357,2855,2149.50,8.0,0.97,5.54,0.0,2.49,3.06,0.0,4.03,34.18,12,206.74,1.82,5.0,,3,11,3,2018,2018-03-11
12807,BU 2,Machine 3,573N6493,0.0,0.26,0.15,28.31,28.31,31.8,42.82,66.13,30.96,26.23,14.5,334,8.45,14.12,167,1336,2940.45,8.0,2.27,4.57,0.0,2.48,2.1,50.0,5.03,21.2,4,11.8,0.60,7.0,,3,11,3,2018,2018-03-11
12808,BU 2,Machine 3,029P3751,0.0,0.17,0.17,42.66,42.66,44.79,60.01,71.09,23.34,16.64,17.35,457,10.26,7.49,343,2741,1086.51,8.0,3.41,3.2,0.0,1.87,1.33,0.0,6.28,10.36,6,1.11,0.04,7.0,,3,11,3,2018,2018-03-11
12809,BU 2,Machine 3,182L4692,0.0,0.12,0.12,41.72,41.72,45.73,53.44,78.08,34.11,12.45,11.72,784,15.16,7.57,294,2351,1769.49,8.0,3.34,3.72,0.0,2.73,1.0,33.33,0.83,11.63,3,0.0,0.00,7.0,,3,11,3,2018,2018-03-11
12810,BU 2,Machine 3,583J9461,0.0,0.49,0.07,7.35,7.35,11.08,13.97,52.64,37.19,48.84,6.62,350,76.56,21.27,88,700,460.00,8.0,0.59,6.88,0.0,2.98,3.91,0.0,6.33,42.51,2,0.0,0.00,7.0,,3,11,3,2018,2018-03-11
12811,BU 2,Machine 3,293F4715,0.0,0.14,0.24,47.07,47.07,47.59,71.28,66.04,15.17,13.55,24.21,512,13.1,5.64,320,2559,1949.43,8.0,3.77,2.3,0.0,1.21,1.08,20.0,6.6,6.94,5,6.94,0.08,7.0,,3,11,3,2018,2018-03-11
12812,BU 2,Machine 3,483D5938,0.0,0.11,0.15,46.52,46.52,49.28,61.72,75.38,27.02,11.26,15.19,467,15.72,0.0,350,2799,1572.57,8.0,3.72,3.06,0.0,2.16,0.9,0.0,1.59,9.66,6,5.47,0.14,7.0,,3,11,3,2018,2018-03-11
12813,BU 2,Machine 2,5392175,0.0,0.22,0.17,25.59,25.59,25.9,42.74,59.86,35.66,21.59,17.16,487,9.83,2.31,853,6823,1451.23,8.0,2.05,4.58,0.0,2.85,1.73,0.0,9.12,12.48,14,18.82,0.15,11.0,,3,11,3,2018,2018-03-11
12814,BU 2,Machine 2,6798354,0.0,0.53,0.09,21.2,21.2,21.78,30.33,69.91,16.9,52.77,9.13,443,5.89,3.38,610,4878,1658.95,8.0,1.7,5.57,0.0,1.35,4.22,9.09,11.69,41.08,11,38.185,0.37,11.0,,3,11,3,2018,2018-03-11
12815,BU 2,Machine 2,7481923,0.0,0.26,0.14,39.49,39.49,40.17,53.31,74.07,20.47,26.22,13.82,806,4.65,1.64,1410,11279,1747.85,8.0,3.16,3.74,0.0,1.64,2.1,7.14,5.08,21.14,14,3.79,0.01,11.0,,3,11,3,2018,2018-03-11
12816,BU 2,Machine 2,1047583,0.0,0.21,0.15,37.75,37.75,40.23,52.59,71.77,26.07,21.34,14.84,779,3.76,2.96,1266,10127,2206.15,8.0,3.02,3.79,0.0,2.09,1.71,7.69,5.86,15.48,13,64.18,0.27,11.0,,3,11,3,2018,2018-03-11
12817,BU 2,Machine 2,2938745,0.0,0.45,0.07,43.0,43.0,43.07,49.81,86.33,5.25,44.94,6.81,566,1.46,3.4,1132,9056,2597.87,8.0,3.44,4.02,0.0,0.42,3.6,6.25,4.51,40.43,16,7.175,0.02,11.0,,3,11,3,2018,2018-03-11
12818,BU 2,Machine 2,8362719,0.0,0.39,0.18,12.13,12.13,12.73,29.83,40.68,30.94,39.23,17.7,513,14.37,6.24,449,3592,1213.84,8.0,0.97,5.61,0.0,2.48,3.14,0.0,16.28,22.95,7,9.575,0.33,11.0,,3,11,3,2018,2018-03-11
12819,BU 2,Machine 2,5849321,0.0,0.47,0.14,19.44,19.44,21.22,32.98,58.96,19.75,47.27,13.54,662,4.88,5.28,745,5958,1177.45,8.0,1.56,5.36,0.0,1.58,3.78,0.0,7.78,39.49,9,22.445,0.17,11.0,,3,11,3,2018,2018-03-11
12820,BU 2,Machine 2,2948567,0.0,0.24,0.16,31.78,31.78,32.8,47.52,66.89,28.24,24.24,15.73,495,5.94,1.52,1051,8408,2019.56,8.0,2.54,4.2,0.0,2.26,1.94,5.88,6.63,17.61,17,25.7,0.08,11.0,,3,11,3,2018,2018-03-11
12821,BU 2,Machine 2,3928471,0.0,0.25,0.12,38.68,38.68,41.67,51.16,75.6,23.52,25.32,12.48,710,4.38,2.53,1332,10657,1628.84,8.0,3.09,3.91,0.0,1.88,2.03,6.67,1.12,24.19,15,37.21,0.25,11.0,,3,11,3,2018,2018-03-11
12822,BU 2,Machine 2,1749536,0.0,0.2,0.14,24.5,24.5,28.1,38.21,64.12,42.18,19.61,13.71,434,7.77,1.42,869,6950,1874.03,8.0,1.96,4.94,0.0,3.37,1.57,0.0,5.74,13.87,16,19.91,0.14,11.0,,3,11,3,2018,2018-03-11
12823,BU 2,Machine 2,3826197,0.0,0.17,0.18,26.47,26.47,30.05,44.23,59.85,39.2,16.57,17.76,661,9.3,0.36,1075,8596,1085.53,8.0,2.12,4.46,0.0,3.14,1.33,0.0,4.87,11.7,13,65.82,0.59,11.0,,3,11,3,2018,2018-03-11
12824,BU 2,Machine 8,847261539,0.0,0.37,0.18,26.05,26.05,26.49,43.88,59.36,18.94,37.17,17.83,439,6.14,4.35,713,5706,1120.55,8.0,2.08,4.49,0.0,1.52,2.97,0.0,6.67,30.5,13,0.0,0.00,1.0,,3,11,3,2018,2018-03-11
12825,BU 1,Machine 1,8492371,0.01,0.11,0.18,42.21,42.68,48.96,60.58,69.67,28.32,11.1,18.37,367,2.2,0.95,1148,9186,1512.95,8.0,3.38,3.15,0.09,2.27,0.89,0.0,4.27,6.83,25,0.0,0.00,4.0,,1,12,3,2018,2018-03-12
12826,BU 1,Machine 1,5816492,0.0,0.1,0.22,34.03,34.03,39.01,56.11,60.66,34.25,9.64,22.08,230,2.35,0.1,1035,8282,808.12,8.0,2.72,3.51,0.0,2.74,0.77,0.0,2.46,7.18,36,21.24,0.70,4.0,,1,12,3,2018,2018-03-12
12827,BU 1,Machine 1,0923745,0.0,0.17,0.15,31.99,31.99,36.31,46.94,68.15,35.85,17.2,14.95,225,3.94,0.44,787,6294,1339.57,8.0,2.56,4.24,0.0,2.87,1.38,3.57,6.5,10.71,28,0.0,0.00,4.0,,1,12,3,2018,2018-03-12
12828,BU 1,Machine 1,7618349,0.0,0.07,0.16,34.95,34.95,40.1,50.88,68.7,41.88,7.25,15.92,193,2.53,0.11,868,6942,1410.58,8.0,2.8,3.93,0.0,3.35,0.58,0.0,4.19,3.05,36,0.0,0.00,4.0,,1,12,3,2018,2018-03-12
12829,BU 1,Machine 2,2359173,0.0,0.12,0.19,39.69,39.69,45.04,58.35,68.02,29.6,12.05,18.66,361,2.81,0.24,1175,9397,564.89,8.0,3.18,3.33,0.0,2.37,0.96,0.0,10.72,1.33,26,1.2,0.06,1.0,,1,12,3,2018,2018-03-12
12830,BU 2,Machine 1,1903845,0.0,0.32,0.1,41.0,41.06,41.46,51.06,80.3,17.25,31.69,10.06,728,5.12,8.44,1365,10919,1604.03,8.0,3.28,3.92,0.01,1.38,2.54,6.67,2.35,29.34,15,0.0,0.00,5.0,,1,12,3,2018,2018-03-12
12831,BU 2,Machine 1,8392745,0.01,0.3,0.26,20.16,20.34,21.94,45.7,44.11,24.36,29.93,25.55,460,6.57,4.03,632,5055,600.21,8.0,1.61,4.34,0.07,1.95,2.39,27.27,4.45,25.48,11,0.0,0.00,5.0,,1,12,3,2018,2018-03-12
12832,BU 2,Machine 1,9473852,0.01,0.35,0.15,31.57,32.02,33.28,46.68,67.62,17.9,35.41,15.12,555,4.47,6.48,1110,8880,947.54,8.0,2.53,4.27,0.11,1.43,2.83,12.5,9.15,26.26,16,40.44,0.54,5.0,,1,12,3,2018,2018-03-12
12833,BU 2,Machine 3,573N6493,0.01,0.1,0.04,67.21,68.05,69.01,71.69,93.74,18.14,10.17,4.48,672,15.39,4.94,420,3359,2291.96,8.0,5.38,2.26,0.1,1.45,0.81,20.0,2.1,8.08,5,5.78,0.15,7.0,,1,12,3,2018,2018-03-12
12834,BU 2,Machine 3,029P3751,0.0,0.13,0.04,64.7,64.7,65.4,68.61,94.3,17.97,13.43,3.91,440,10.09,2.34,440,3523,1486.02,8.0,5.18,2.51,0.0,1.44,1.07,12.5,8.42,5.0,8,2.92,0.03,7.0,,1,12,3,2018,2018-03-12
12835,BU 2,Machine 3,182L4692,0.0,0.22,0.1,37.09,37.09,40.54,47.35,78.33,30.91,21.74,10.26,306,15.85,1.86,267,2139,1977.35,8.0,2.97,4.21,0.0,2.47,1.74,28.57,12.02,9.72,7,27.5,1.03,7.0,,1,12,3,2018,2018-03-12
12836,BU 2,Machine 3,583J9461,0.0,0.67,0.1,8.06,8.06,25.12,18.36,43.88,14.69,66.94,10.31,384,12.58,4.93,96,767,460.00,8.0,0.64,6.53,0.0,1.18,5.36,0.0,0.29,66.65,2,0.0,0.00,7.0,,1,12,3,2018,2018-03-12
12837,BU 2,Machine 3,293F4715,0.03,0.31,0.14,45.87,47.11,48.21,59.62,76.94,9.21,31.16,13.75,604,5.58,7.96,378,3020,1612.80,8.0,3.67,3.23,0.21,0.74,2.49,20.0,18.45,12.71,5,8.91,0.07,7.0,,1,12,3,2018,2018-03-12
12838,BU 2,Machine 3,483D5938,0.02,0.34,0.15,37.82,38.73,41.47,52.88,71.52,12.85,34.27,15.06,808,9.97,0.14,303,2423,1890.73,8.0,3.03,3.77,0.19,1.03,2.74,0.0,12.51,21.76,3,1.54,0.04,7.0,,1,12,3,2018,2018-03-12
12839,BU 2,Machine 2,5392175,0.0,0.19,0.16,51.35,51.35,53.69,67.05,76.59,13.69,19.26,15.7,818,2.72,0.86,1738,13901,2221.42,8.0,4.11,2.64,0.0,1.1,1.54,0.0,7.98,11.27,17,0.53,0.01,11.0,,1,12,3,2018,2018-03-12
12840,BU 2,Machine 2,6798354,0.0,0.42,0.16,29.61,29.61,30.92,45.36,65.27,12.56,42.07,15.76,469,2.65,1.5,938,7507,1303.93,8.0,2.37,4.37,0.0,1.01,3.37,6.25,21.19,20.88,16,109.3,0.73,11.0,,1,12,3,2018,2018-03-12
12841,BU 2,Machine 2,7481923,0.0,0.29,0.15,35.54,35.68,36.68,50.75,70.02,20.33,28.92,15.21,731,6.7,0.86,1280,10236,1584.34,8.0,2.84,3.94,0.03,1.63,2.31,7.14,2.01,26.9,14,27.78,0.19,11.0,,1,12,3,2018,2018-03-12
12842,BU 2,Machine 2,1047583,0.09,0.35,0.19,33.34,36.7,37.72,52.3,63.75,12.27,35.42,18.96,948,4.74,7.5,1304,10429,1416.10,8.0,2.67,3.82,0.73,0.98,2.83,9.09,5.62,29.8,11,118.475,0.43,11.0,,1,12,3,2018,2018-03-12
12843,BU 2,Machine 2,2938745,0.0,0.25,0.12,45.96,45.96,47.49,58.22,78.95,16.85,24.93,12.26,554,2.91,1.76,1385,11077,1492.15,8.0,3.68,3.34,0.0,1.35,1.99,5.0,16.15,8.78,20,4.53,0.04,11.0,,1,12,3,2018,2018-03-12
12844,BU 2,Machine 2,8362719,0.0,0.2,0.17,37.85,37.85,38.34,55.2,68.56,24.99,19.8,17.36,658,6.0,1.47,1479,11835,941.36,8.0,3.03,3.58,0.0,2.0,1.58,16.67,9.16,10.65,18,25.715,0.18,11.0,,1,12,3,2018,2018-03-12
12845,BU 2,Machine 2,5849321,0.0,0.35,0.2,27.53,27.53,28.69,47.2,58.31,18.22,34.58,19.68,620,5.94,3.31,1007,8058,1510.03,8.0,2.2,4.22,0.0,1.46,2.77,0.0,23.2,11.38,13,222.315,0.87,11.0,,1,12,3,2018,2018-03-12
12846,BU 2,Machine 2,2948567,0.0,0.25,0.2,42.48,42.48,42.97,62.61,67.84,12.32,25.07,20.14,664,2.37,2.64,1659,13275,1469.29,8.0,3.4,2.99,0.0,0.99,2.01,5.0,11.31,13.75,20,2.645,0.01,11.0,,1,12,3,2018,2018-03-12
12847,BU 2,Machine 2,3928471,0.01,0.24,0.24,33.27,33.44,35.01,57.73,57.63,17.97,24.3,24.46,684,5.93,1.36,1198,9582,1244.80,8.0,2.66,3.38,0.04,1.44,1.94,14.29,3.11,21.19,14,53.665,0.40,11.0,,1,12,3,2018,2018-03-12
12848,BU 2,Machine 2,1749536,0.0,0.27,0.12,46.52,46.52,47.95,58.17,79.98,15.27,26.56,11.65,915,4.18,3.87,1486,11891,2508.53,8.0,3.72,3.35,0.0,1.22,2.12,7.69,7.62,18.94,13,18.64,0.06,11.0,,1,12,3,2018,2018-03-12
12849,BU 2,Machine 2,3826197,0.0,0.27,0.16,46.08,46.19,46.65,62.09,74.21,10.5,27.41,16.01,860,2.15,1.71,1613,12905,1743.30,8.0,3.69,3.03,0.02,0.84,2.19,6.67,9.0,18.42,15,45.405,0.22,11.0,,1,12,3,2018,2018-03-12
12850,BU 2,Machine 8,847261539,0.0,0.36,0.12,30.03,30.03,31.96,42.12,71.28,22.07,35.81,12.1,687,7.67,5.26,773,6187,2280.49,8.0,2.4,4.63,0.0,1.77,2.86,0.0,16.01,19.8,9,0.0,0.00,1.0,,1,12,3,2018,2018-03-12
12851,BU 3,Machine 6,4027589,0.0,0.35,0.1,38.28,38.28,49.91,48.29,79.27,17.07,34.64,10.01,1987,8.06,5.1,993,7947,575.78,8.0,3.06,4.14,0.0,1.37,2.77,25.0,0.83,33.81,4,11.991,0.23,1.0,,1,12,3,2018,2018-03-12
12852,BU 3,Machine 1,8471629,0.02,0.33,0.21,18.62,19.02,22.36,39.43,47.22,27.53,33.03,20.81,902,17.04,8.4,451,3609,1491.15,8.0,1.49,4.85,0.17,2.2,2.64,25.0,2.26,30.78,4,0.0,0.00,1.0,,1,12,3,2018,2018-03-12
12853,BU 3,Machine 5,2938745,0.05,0.21,0.18,30.38,31.94,37.11,48.32,62.87,30.36,21.32,17.94,977,12.78,4.09,733,5862,1192.69,8.0,2.43,4.13,0.39,2.43,1.71,0.0,7.19,14.13,6,67.875,1.07,3.0,,1,12,3,2018,2018-03-12
12854,BU 3,Machine 5,8374621,0.37,0.81,0.03,12.58,19.95,20.26,15.79,79.69,3.58,80.63,3.21,1121,8.59,33.37,280,2242,1270.00,8.0,1.01,6.74,2.95,0.29,6.45,50.0,1.48,79.15,2,3.81,0.13,3.0,,1,12,3,2018,2018-03-12
12855,BU 1,Machine 1,8492371,0.0,0.3,0.18,19.12,19.12,20.05,37.07,51.57,33.34,29.58,17.96,174,3.17,1.57,522,4179,823.30,8.0,1.53,5.03,0.0,2.67,2.37,0.0,9.86,19.72,24,0.0,0.00,4.0,,2,12,3,2018,2018-03-12
12856,BU 1,Machine 1,5816492,0.0,0.35,0.19,23.77,23.77,23.95,42.39,56.08,22.47,35.15,18.62,156,3.43,1.33,586,4684,1361.41,8.0,1.9,4.61,0.0,1.8,2.81,0.0,15.43,19.71,30,62.755,0.70,4.0,,2,12,3,2018,2018-03-12
12857,BU 1,Machine 1,0923745,0.0,0.14,0.14,30.61,30.61,32.3,44.94,68.11,40.75,14.31,14.33,164,4.98,0.36,675,5400,1463.99,8.0,2.45,4.41,0.0,3.26,1.14,0.0,11.65,2.66,33,0.0,0.00,4.0,,2,12,3,2018,2018-03-12
12858,BU 1,Machine 1,7618349,0.0,0.17,0.12,37.99,37.99,39.74,50.27,75.57,32.24,17.49,12.28,87,1.89,0.19,738,5900,1864.20,8.0,3.04,3.98,0.0,2.58,1.4,0.0,9.08,8.42,68,0.0,0.00,4.0,,2,12,3,2018,2018-03-12
12859,BU 1,Machine 2,2359173,0.0,0.28,0.19,32.78,32.78,33.82,51.39,63.79,20.15,28.46,18.61,302,3.72,2.59,943,7545,951.44,8.0,2.62,3.89,0.0,1.61,2.28,4.0,8.27,20.19,25,4.68,0.08,1.0,,2,12,3,2018,2018-03-12
12860,BU 2,Machine 1,1903845,0.0,0.29,0.16,23.17,23.17,25.71,38.9,59.55,31.93,29.16,15.73,387,5.61,3.89,725,5798,2283.39,8.0,1.85,4.89,0.0,2.55,2.33,0.0,7.4,21.76,15,0.0,0.00,5.0,,2,12,3,2018,2018-03-12
12861,BU 2,Machine 1,8392745,0.01,0.33,0.27,16.49,16.61,16.89,43.62,37.8,23.19,33.19,27.13,538,12.02,7.33,471,3766,1458.50,8.0,1.32,4.51,0.06,1.85,2.66,14.29,17.55,15.65,7,0.0,0.00,5.0,,2,12,3,2018,2018-03-12
12862,BU 2,Machine 1,9473852,0.0,0.18,0.15,26.52,26.52,28.97,41.8,63.45,40.53,17.67,15.28,467,4.39,1.38,817,6539,2078.30,8.0,2.12,4.66,0.0,3.24,1.41,0.0,4.15,13.51,14,161.09,0.61,5.0,,2,12,3,2018,2018-03-12
12863,BU 2,Machine 3,573N6493,0.0,0.05,0.21,46.24,46.24,51.15,66.98,69.03,28.01,5.01,20.74,461,9.2,0.36,346,2766,2210.86,8.0,3.7,2.64,0.0,2.24,0.4,0.0,3.18,1.83,6,5.22,0.04,7.0,,2,12,3,2018,2018-03-12
12864,BU 2,Machine 3,029P3751,0.0,0.09,0.18,58.09,58.09,60.13,76.12,76.31,15.31,8.57,18.03,813,10.29,3.53,508,4066,832.56,8.0,4.65,1.91,0.0,1.23,0.69,20.0,4.51,4.05,5,1.12,0.02,7.0,,2,12,3,2018,2018-03-12
12865,BU 2,Machine 3,182L4692,0.0,0.18,0.04,63.51,63.51,65.29,67.57,93.99,14.54,17.89,4.06,593,11.19,2.34,371,2967,2211.53,8.0,5.08,2.59,0.0,1.16,1.43,20.0,9.51,8.38,5,8.795,0.13,7.0,,2,12,3,2018,2018-03-12
12866,BU 2,Machine 3,583J9461,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.09,98.91,0.0,0,0.0,0.0,0,0,#DIV/0!,8.0,0.0,8.0,0.11,0.09,7.91,0.0,0.0,98.91,0,0.0,#DIV/0!,7.0,,2,12,3,2018,2018-03-12
12867,BU 2,Machine 3,293F4715,0.0,0.2,-0.04,73.4,73.4,73.68,69.48,105.65,10.83,19.69,-3.92,515,9.77,5.96,322,2573,3776.41,8.0,5.87,2.44,0.0,0.87,1.58,20.0,6.49,13.2,5,28.175,0.27,7.0,,2,12,3,2018,2018-03-12
12868,BU 2,Machine 3,483D5938,0.0,0.07,0.33,47.64,47.64,48.2,81.06,58.77,11.77,7.17,33.42,768,9.1,5.68,384,3073,1458.14,8.0,3.81,1.52,0.0,0.94,0.57,25.0,2.78,4.39,4,31.875,0.75,7.0,,2,12,3,2018,2018-03-12
12869,BU 2,Machine 2,5392175,0.0,0.12,0.09,32.19,32.19,35.24,41.35,77.85,46.28,12.36,9.16,921,13.66,0.53,1151,9210,1836.27,8.0,2.58,4.69,0.0,3.7,0.99,0.0,5.16,7.2,10,114.93,0.78,11.0,,2,12,3,2018,2018-03-12
12870,BU 2,Machine 2,6798354,0.0,0.35,0.13,17.63,17.63,18.58,30.69,57.45,34.6,34.71,13.06,360,11.15,2.15,585,4680,1210.23,8.0,1.41,5.54,0.0,2.77,2.78,7.69,20.5,14.2,13,71.315,0.60,11.0,,2,12,3,2018,2018-03-12
12871,BU 2,Machine 2,7481923,0.0,0.21,0.08,25.64,25.64,29.02,34.05,75.29,44.62,21.33,8.41,438,6.77,0.0,987,7892,1351.91,8.0,2.05,5.28,0.0,3.57,1.71,0.0,9.04,12.29,18,44.445,0.15,11.0,,2,12,3,2018,2018-03-12
12872,BU 2,Machine 2,1047583,0.0,0.15,0.15,31.58,31.58,35.15,46.2,68.36,38.52,15.27,14.62,679,8.73,1.47,1104,8833,1997.04,8.0,2.53,4.3,0.0,3.08,1.22,0.0,8.16,7.12,13,17.055,0.09,11.0,,2,12,3,2018,2018-03-12
12873,BU 2,Machine 2,2938745,0.0,0.33,0.05,35.39,35.39,36.61,40.09,88.28,27.25,32.66,4.7,587,7.78,1.12,1027,8214,2078.04,8.0,2.83,4.79,0.0,2.18,2.61,0.0,23.17,9.49,14,28.315,0.10,11.0,,2,12,3,2018,2018-03-12
12874,BU 2,Machine 2,8362719,0.0,0.46,0.1,19.39,19.39,19.77,29.7,65.27,23.89,46.4,10.32,448,7.32,8.06,672,5376,1338.56,8.0,1.55,5.62,0.0,1.91,3.71,8.33,28.13,18.27,12,5.28,0.07,11.0,,2,12,3,2018,2018-03-12
12875,BU 2,Machine 2,5849321,0.0,0.34,0.21,18.97,18.97,21.89,39.51,48.01,26.22,34.27,20.54,344,6.24,4.17,473,3783,3020.27,8.0,1.52,4.84,0.0,2.1,2.74,0.0,10.54,23.73,11,58.975,0.37,11.0,,2,12,3,2018,2018-03-12
12876,BU 2,Machine 2,2948567,0.0,0.19,0.12,31.45,31.5,35.32,43.73,71.93,37.08,19.19,12.27,547,5.18,1.9,1025,8199,1960.28,8.0,2.52,4.5,0.01,2.97,1.54,6.67,4.48,14.71,15,9.57,0.06,11.0,,2,12,3,2018,2018-03-12
